Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Hospital
수두,가려움,피부 발진,피로,무기력,고열,두통,식욕 감소,림프절 부종,불쾌감,몸 전체의 붉은 반점,,,,,,,,소아과
수두,가려움,피부 발진,피로,무기력,고열,두통,식욕 감소,약한 열,불쾌감,몸 전체의 붉은 반점,,,,,,,,소아과
뎅기열,피부 발진,오한,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,,,,,종합병원
뎅기열,피부 발진,오한,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,종합병원
뎅기열,오한,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,관절통,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,구토,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,관절통,피로,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,관절통,구토,고열,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
뎅기열,피부 발진,오한,관절통,구토,피로,두통,메스꺼움,식욕 감소,눈 뒤편의 통증,허리 통증,불쾌감,근육통,몸 전체의 붉은 반점,,,,,종합병원
장티푸스,오한,구토,피로,고열,메스꺼움,변비,복통,설사,독성 외모(타이푸스),복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,변비,복통,설사,독성 외모(타이푸스),복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,복통,설사,독성 외모(타이푸스),복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,설사,독성 외모(타이푸스),복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,복통,독성 외모(타이푸스),복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,복통,설사,복통,,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,복통,설사,독성 외모(타이푸스),,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,복통,설사,독성 외모(타이푸스),복통,,,,,,,종합병원
장티푸스,오한,구토,피로,고열,두통,메스꺼움,변비,복통,설사,독성 외모(타이푸스),복통,,,,,,,종합병원
장티푸스,오한,피로,고열,두통,메스꺼움,변비,복통,설사,독성 외모(타이푸스),복통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,종합병원
A형 간염,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,어두운 소변,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,메스꺼움,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,식욕 감소,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,복통,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,설사,약한 열,눈의 황변,근육통,,,,,,,,종합병원
A형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,약한 열,눈의 황변,근육통,,,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,종합병원
B형 간염,피로,무기력,황색 피부,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,무기력,황색 피부,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,황색 피부,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,무기력,어두운 소변,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,식욕 감소,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,어두운 소변,복통,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,어두운 소변,식욕 감소,노란 소변,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
B형 간염,가려움,피로,무기력,황색 피부,어두운 소변,식욕 감소,복통,눈의 황변,불쾌감,수혈 받음,비멸균 주사 사용,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,종합병원
C형 간염,황색 피부,메스꺼움,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,메스꺼움,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,눈의 황변,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,가족력,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,눈의 황변,,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,종합병원
C형 간염,피로,황색 피부,메스꺼움,식욕 감소,눈의 황변,가족력,,,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,종합병원
D형 간염,구토,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,메스꺼움,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,어두운 소변,식욕 감소,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,어두운 소변,메스꺼움,복통,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,눈의 황변,,,,,,,,,,종합병원
D형 간염,관절통,구토,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,,,,,,,,,,종합병원
E형 간염,관절통,구토,피로,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,피로,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,종합병원
E형 간염,관절통,구토,피로,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,종합병원
E형 간염,구토,피로,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,피로,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,고열,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,피로,황색 피부,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,피로,고열,어두운 소변,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,피로,고열,황색 피부,메스꺼움,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
E형 간염,관절통,구토,피로,고열,황색 피부,어두운 소변,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
알코올성 간염,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,종합병원
결핵,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,종합병원
감기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,호흡기내과
폐렴,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,항문 자극,,,,,,,,,,,,,,외과
